canonicalName,eolID,inaturalistID,gbifID,wikipediaID,arkiveID,adwID,fishbaseID,amphibiawebID
Truncospora wisconsinensis,52786921,627434,9712471,,,,,
Tyromyces amarus,192975,559742,2548422,,,,,
Tyromyces atrostrigosus,195064,383809,2548506,,,,,
Tyromyces chioneus,198213,130946,2548515,Q1649913,,,,
Tyromyces fumidiceps,1029628,352695,2548464,,,,,
Tyromyces galactinus,152396,352696,2548416,Q7861557,,,,
Tyromyces incarnatus,1016938,895579,2548454,,,,,
Tyromyces kmetii,191808,569553,2548437,,,,,
Tyromyces lacteus,195751,959347,2548473,,,,,
Tyromyces leucospongius,52786940,959380,2548531,,,,,
Tyromyces pulcherrimus,195065,381346,2548403,Q10707760,,,,
Tyromyces sambuceus,191810,775415,2548406,,,,,
Wolfiporia cocos,151373,1169836,2549299,Q3115198,,,,
Yuchengia narymica,46704867,956712,7533790,,,,,
Sparassis americana,43685502,546504,8176354,,,,,
Sparassis brevipes,188317,875165,2550246,,,,,
Sparassis crispa,161714,486226,2550247,Q36992,,,,
Sparassis cystidiosa,6738971,774675,2550239,,,,,
Sparassis latifolia,8553924,781118,2550245,,,,,
Sparassis minoensis,18490415,955770,3361968,,,,,
Sparassis spathulata,188316,334319,2550242,,,,,
Antella americana,52786993,1076212,9669460,,,,,
Austeria citrea,52786983,1076202,9700253,Q4777366,,,,
Butyrea luteoalba,52786992,1076218,9755826,Q105435321,,,,
Anthoporia albobrunnea,52786996,937419,9717684,,,,,
Crustodontia chrysocreas,8552930,328287,2550226,,,,,
Obba rivulosa,18482513,1451752,8022253,Q55313509,,,,
Phaeophlebiopsis peniophoroides,46705124,1520973,7499559,,,,,
Phlebiella christiansenii,1028557,993205,2550184,,,,,
Sebipora aquosa,21335287,906618,8298434,,,,,
Taiwanofungus camphoratus,11966895,895445,5897924,Q15636116,,,,
Xenasma pruinosum,193681,1019275,2549462,,,,,
Xenasma pulverulentum,1009017,384747,2549475,,,,,
Xenasmatella vaga,984957,352847,2549513,,,,,
Albatrellopsis flettii,18474460,1150978,5955078,Q10404299,,,,
Albatrellus avellaneus,191821,212922,2551771,Q10404293,,,,
Albatrellus citrinus,6763326,949025,3357741,Q10510451,,,,
Albatrellus confluens,190124,350017,2551821,Q53743,,,,
Albatrellus ellisii,1016707,352350,2551837,,,,,
Albatrellus ovinus,190125,123891,2551823,Q331465,,,,
Albatrellus subrubescens,52787009,350020,3357733,Q80705,,,,
Jahnoporus brachiatus,52247199,1375749,9772475,,,,,
Jahnoporus hirtus,300039,118058,2551714,,,,,
Leucogaster citrinus,6668763,223560,2551757,,,,,
Leucogaster nudus,198196,875091,2551752,,,,,
Leucogaster odoratus,6668775,337966,2551749,,,,,
Leucogaster rubescens,6668777,351397,3357758,,,,,
Polyporoletus neotropicus,18474514,1457594,3357762,,,,,
Polyporoletus sublividus,189600,351910,2551740,,,,,
Polyporoletus sylvestris,18474513,1150997,5955072,,,,,
Scutiger pes-caprae,11464352,341963,5248916,Q10664731,,,,
Amylostereum areolatum,190750,381232,8693982,Q901306,,,,
Amylostereum laevigatum,190752,635076,2552515,Q1772710,,,,
Artomyces adrienneae,6737534,1081773,2550471,,,,,
Artomyces austropiperatus,6737535,540934,2550466,,,,,
Artomyces candelabrus,6737536,1348117,2550472,,,,,
Artomyces colensoi,6737538,381285,2550457,,,,,
Artomyces cristatus,11464511,1045905,2550499,,,,,
Artomyces microsporus,6737540,1303948,2550481,,,,,
Artomyces nothofagi,51548362,1159252,9704024,Q21815163,,,,
Artomyces novae-zelandiae,6737541,416610,2550465,,,,,
Artomyces piperatus,194046,501413,2550460,,,,,
Artomyces pyxidatus,11464507,334704,2550493,Q2511507,,,,
Artomyces turgidus,1009076,381286,2550475,,,,,
Auriscalpium andinum,6737385,1305828,5248467,Q4822399,,,,
Auriscalpium barbatum,191966,551041,5248471,Q4822401,,,,
Auriscalpium umbella,1005075,381350,5248473,Q4822410,,,,
Auriscalpium villipes,190780,328314,5248472,Q4822411,,,,
Auriscalpium vulgare,151996,55175,5248458,Q2640544,,,,
Clavicorona taxophila,189814,499757,2550484,,,,,
Lentinellus brunnescens,1008704,1279525,2550389,,,,,
Lentinellus castoreus,1009220,351358,2550447,,,,,
Lentinellus cochleatus,198194,351359,2550371,Q2714698,,,,
Lentinellus crawfordiae,52787042,382917,3329532,,,,,
Lentinellus cystidiosus,6737446,776967,3356973,,,,,
Lentinellus flabelliformis,194439,332505,2550348,,,,,
Lentinellus inolens,6737448,824754,3356981,,,,,
Lentinellus micheneri,998422,332504,2550358,Q10557025,,,,
Lentinellus montanus,194442,496915,2550360,Q10557027,,,,
Lentinellus novae-zelandiae,6737452,1101946,2550408,,,,,
Lentinellus occidentalis,6737453,1439155,3356970,,,,,
Lentinellus pulvinulus,194443,355946,2550417,,,,,
Lentinellus subargillaceus,6737460,867700,3356993,,,,,
Lentinellus subaustralis,6737461,553552,3357000,,,,,
Lentinellus tasmanicus,6737463,355949,3356988,,,,,
Lentinellus tridentinus,198195,892454,2550443,,,,,
Lentinellus ursinus,189335,118231,9044184,Q12954047,,,,
Lentinellus vulpinus,189376,351361,2550433,Q10658269,,,,
Amylosporus campbellii,191848,350075,2551891,,,,,
Amylosporus succulentus,46704586,1428780,7715500,,,,,
Bondarzewia berkeleyi,190793,84224,2552027,Q10432823,,,,
Bondarzewia guaitecasensis,193824,1077563,2552015,Q10432824,,,,
Bondarzewia kirkii,49999060,504022,9762684,Q81798124,,,,
Bondarzewia mesenterica,11464626,335955,2552020,Q10432825,,,,
Bondarzewia occidentalis,52246885,559719,9779809,,,,,
Bondarzewia propria,52787076,634847,8794796,,,,,
Gloiodon occidentalis,8554093,1348661,2552046,,,,,
Gloiodon strigosus,134049,570888,2552039,Q10433340,,,,
Heterobasidion annosum,152416,194485,2551968,Q1411830,,,,
Heterobasidion araucariae,1030701,345422,2552007,,,,,
Heterobasidion irregulare,21339902,803784,7372572,Q5746866,,,,
Heterobasidion occidentale,39995303,367290,7433737,Q20720341,,,,
Heterobasidion orientale,37514046,895477,7935605,,,,,
Heterobasidion parviporum,199102,578799,2552009,,,,,
Stecchericium seriatum,193492,352450,2551871,,,,,
Wrightoporia austrosinensis,44456193,1024411,7736815,,,,,
Wrightoporia avellanea,195103,740803,2551938,,,,,
Wrightoporia subrutilans,305738,384742,2551927,,,,,
Echinodontium ballouii,194188,878775,2552538,Q10479120,,,,
Echinodontium tinctorium,156701,179721,2552533,Q5332475,,,,
Laurilia sulcata,191237,1021239,2552551,Q10690084,,,,
Gloeodontia discolor,1016689,1031525,2553019,,,,,
Dentipellicula leptodon,46704530,552952,7712737,,,,,
Dentipellis coniferarum,39995309,1541250,7727646,,,,,
Dentipellis dissita,191487,1296949,2550621,,,,,
Dentipellis fragilis,1008382,795047,9066731,,,,,
Hericium abietis,194073,55187,5248545,Q5738468,,,,
Hericium americanum,134024,124335,5248551,Q10522347,,,,
Hericium cirrhatum,190918,513329,5248548,Q81182623,,,,
Hericium clathroides,1006451,1285942,5248546,Q14947838,,,,
Hericium coralloides,133420,49162,5248532,Q1318085,hericium_coralloides,,,
Hericium erinaceus,1016541,1520823,5248508,Q19737,,,,
Hericium flagellum,52246892,513328,5248527,Q67086840,,,,
Laxitextum bicolor,191238,351345,9195174,Q5236389,,,,
Asterostroma andinum,6736655,381324,2552703,,,,,
Asterostroma cervicolor,1005237,328315,2552695,,,,,
Asterostroma laxum,198185,987994,2552694,,,,,
Dichantharellus brunnescens,192337,1005703,2552797,,,,,
Dichostereum effuscatum,192340,704754,2552561,,,,,
Lachnocladium denudatum,1016906,1159375,2552712,,,,,
Scytinostroma hemidichophyticum,194867,982017,2552685,Q10664859,,,,
Scytinostroma lusitanicum,46704592,1031332,12261955,,,,,
Scytinostroma portentosum,192636,328319,2552673,,,,,
Vararia investiens,1013445,384715,2552740,,,,,
Gloiothele citrina,11465093,335965,2552364,,,,,
Gloiothele lactescens,198189,202435,2552382,,,,,
Peniophora albobadia,194572,202437,2552247,Q7163000,,,,
Peniophora aurantiaca,133831,328248,2552210,,,,,
Peniophora boidinii,193148,830657,2552105,,,,,
Peniophora cinerea,1004651,335978,9224047,Q7982898,,,,
Peniophora decorticans,189103,464784,2552321,,,,,
Peniophora ericina,162951,606071,2552229,,,,,
Peniophora erikssonii,193685,1005431,2552280,,,,,
Peniophora exima,193686,1493407,2552202,,,,,
Peniophora incarnata,1009530,55877,2552308,Q10708038,,,,
Peniophora junipericola,193687,895506,2552178,,,,,
Peniophora laeta,1016712,875119,2552143,,,,,
Peniophora laurentii,1004435,886290,2552138,,,,,
Peniophora limitata,1017312,852218,9146864,,,,,
Peniophora lycii,160237,383417,2552195,,,,,
Peniophora malenconii,193152,497089,2552207,,,,,
Peniophora nuda,133769,383418,2552121,,,,,
Peniophora piceae,1016711,1155791,2552167,,,,,
Peniophora pini,198199,874710,2552187,,,,,
Peniophora pithya,189838,704756,2552273,,,,,
Peniophora polygonia,188700,520230,2552298,,,,,
Peniophora proxima,156518,735467,2552338,,,,,
Peniophora pruinata,189947,1372899,2552184,,,,,
Peniophora pseudoversicolor,194574,830660,2552268,,,,,
Peniophora quercina,197471,332673,8980864,Q2998096,,,,
Peniophora rufomarginata,152387,1005436,2552339,,,,,
Peniophora tamaricicola,1008288,776936,2552203,,,,,
Peniophora versiformis,189370,1234715,2552326,,,,,
Peniophora violaceolivida,198200,567924,2552108,,,,,
Lactarius acerrimus,188539,854518,5248768,Q1670810,,,,
Lactarius acris,198925,510206,5248697,Q1891857,,,,
Lactarius aestivus,44456168,500038,7526756,,,,,
Lactarius alachuanus,6734566,1518832,7240234,Q10315214,,,,
Lactarius albocarneus,161351,1045354,5248678,Q1543679,,,,
Lactarius alnicola,6734577,54599,7240078,Q3295056,,,,
Lactarius alpinus,6734583,487589,6016675,,,,,
Lactarius aquizonatus,1028656,856370,8297380,,,,,
Lactarius areolatus,6734594,194383,5463463,,,,,
Lactarius argillaceifolius,6734598,343656,7240227,Q3280891,,,,
Lactarius aspideus,188263,367358,5248603,,,,,
Lactarius atlanticus,192676,332499,5248609,,,,,
Lactarius atrobadius,6734606,500047,5463482,,,,,
Lactarius atroviridis,188273,499629,5248800,,,,,
Lactarius aurantiacus,188259,332500,9016531,,,,,
Lactarius aurantiosordidus,11969817,500104,5463615,,,,,
Lactarius auriolla,1028655,994818,5248734,,,,,
Lactarius azonites,1008136,515021,5248589,Q1470866,,,,
Lactarius badiopallescens,6734622,351281,5463450,,,,,
Lactarius badiosanguineus,191228,505592,5248769,,,,,
Lactarius barrowsii,6734624,933047,5463543,,,,,
Lactarius blennius,188032,382877,5248679,Q1543833,,,,
Lactarius brunneohepaticus,6734644,1274161,5463215,,,,,
Lactarius brunneoviolaceus,6734645,932656,5463379,,,,,
Lactarius caespitosus,6734654,602656,5463431,,,,,
Lactarius californiensis,6734655,344660,5463421,,,,,
Lactarius camphoratus,1004626,125689,8813286,Q28951,,,,
Lactarius carbonicola,6734662,1019393,5463281,,,,,
Lactarius cascadensis,6734669,1412508,5463397,,,,,
Lactarius chelidonium,6734682,417706,7240191,Q6468922,,,,
Lactarius chrysorrheus,188574,194433,5248610,Q1530713,,,,
Lactarius cinereus,6734689,351282,7240224,,,,,
Lactarius circellatus,1009343,625891,5248712,,,,,
Lactarius cistophilus,6734693,542709,5463308,Q10315255,,,,
Lactarius citriolens,1016698,833592,5248778,,,,,
Lactarius colorascens,6734707,1354787,5463164,,,,,
Lactarius controversus,187940,479681,5248714,Q1575309,,,,
Lactarius cordovaensis,6734715,1159373,5463388,,,,,
Lactarius costaricensis,6734719,1159975,5463123,,,,,
Lactarius crassus,46704520,1096034,7577913,Q19595925,,,,
Lactarius cremor,46704521,995082,5248624,,,,,
Lactarius croceus,6734723,418608,5463249,,,,,
Lactarius cuspidoaurantiacus,42624465,1519537,8341803,,,,,
Lactarius cyathuliformis,1008706,994820,5248757,,,,,
Lactarius decipiens,6065465,825091,5248595,,,,,
Lactarius delicatus,6734732,1523145,5462744,,,,,
Lactarius deliciosus,188248,155197,5248629,Q62138,,,,
Lactarius depressus,6734735,1509885,5463287,,,,,
Lactarius desjardinii,18468983,500083,7405003,,,,,
Lactarius deterrimus,1016697,194385,7925734,Q498221,,,,
Lactarius eucalypti,6734754,355951,5463424,Q10315281,,,,
Lactarius evosmus,191229,351289,5248641,,,,,
Lactarius fallax,6734756,475960,7239960,Q6468932,,,,
Lactarius fennoscandicus,6734761,994823,5463476,Q80533,,,,
Lactarius ferrugineus,6734762,1492369,5463255,,,,,
Lactarius flavidus,188143,367359,5248599,,,,,
Lactarius flavoaspideus,42702923,1231324,7567394,,,,,
Lactarius flavopalustris,11969944,994822,7934135,,,,,
Lactarius flexuosus,6734510,477045,9052760,Q1894183,,,,
Lactarius floridanus,6734768,1048259,7240003,,,,,
Lactarius fluens,188137,1181525,5248760,,,,,
Lactarius fraxineus,6734776,1350892,5463035,,,,,
Lactarius fuliginosus,162949,382878,7239957,Q2178027,,,,
Lactarius fulvissimus,191230,510208,5248784,Q926663,,,,
Lactarius fulvus,18469393,1541165,5463494,,,,,
Lactarius gerardii,6734793,351319,7240220,,,,,
Lactarius glyciosmus,996195,382879,5248706,Q650468,,,,
Lactarius gracilis,6734808,1280321,5463241,,,,,
Lactarius hatsudake,6734819,1278926,7240193,Q103817320,,,,
Lactarius helvus,188198,194387,5248660,Q1377524,,,,
Lactarius hepaticus,188210,118233,5248639,,,,,
Lactarius hibbardiae,18468928,500032,5463152,,,,,
Lactarius hygrophoroides,6734838,351320,7240100,Q3282427,,,,
Lactarius hysginoides,1016213,1154514,5248698,,,,,
Lactarius hysginus,188121,630290,9030395,,,,,
Lactarius ilicis,6734846,542951,5463073,,,,,
Lactarius illyricus,6734848,1180885,5462853,,,,,
Lactarius imperceptus,6734849,194372,5462802,,,,,
Lactarius indigo,6734852,120951,7240044,Q1165733,,,,
Lactarius kauffmanii,6734871,335923,6016693,,,,,
Lactarius lacteolutescens,6734876,351293,5462857,,,,,
Lactarius lacunarum,191089,351294,5248592,,,,,
Lactarius lapponicus,6734882,1155088,5463196,,,,,
Lactarius leonis,6734887,925347,5463188,,,,,
Lactarius lepidotus,6734888,1274162,5463296,,,,,
Lactarius lignyotellus,6734891,351295,5463457,,,,,
Lactarius lignyotus,6734892,194373,7240050,Q80740,,,,
Lactarius lilacinus,1029864,778591,5248719,Q1824917,,,,
Lactarius luculentus,6734914,118228,7240106,,,,,
Lactarius luridus,1029932,994824,5248691,,,,,
Lactarius maculatipes,6734926,363231,5463488,Q6468942,,,,
Lactarius mairei,1005371,822245,5248672,Q3290868,,,,
Lactarius mammosus,133973,499960,5248764,Q1266088,,,,
Lactarius mediterraneensis,6734938,1434772,7240183,,,,,
Lactarius mexicanus,6734945,351297,5463173,,,,,
Lactarius montanus,6734955,500102,5462898,,,,,
Lactarius mucidus,6734961,470943,7240104,,,,,
Lactarius musteus,1030268,752277,5248725,,,,,
Lactarius nanus,6734973,1155087,5462709,,,,,
Lactarius neotabidus,6734976,703110,5463139,,,,,
Lactarius nitidus,6734985,704722,5463763,,,,,
Lactarius novae-zelandiae,6734991,382881,5248763,,,,,
Lactarius obscuratus,192736,351299,5248651,,,,,
Lactarius occidentalis,6734996,499748,5463135,,,,,
Lactarius olivaceoumbrinus,6735003,560657,5463602,,,,,
Lactarius olivinus,6735005,994825,5463005,,,,,
Lactarius olympianus,6735006,499763,5462750,,,,,
Lactarius omphaliiformis,192737,451029,5248613,,,,,
Lactarius pallescens,6735012,194706,7240054,Q3212366,,,,
Lactarius pallidiolivaceus,6735016,500046,5462728,,,,,
Lactarius pallidomarginatus,52246926,1425482,9467610,,,,,
Lactarius pallidus,1029618,351301,5248676,Q1393910,,,,
Lactarius paradoxus,6735027,417704,5463479,Q1944272,,,,
Lactarius payettensis,6735032,1023794,6016688,,,,,
Lactarius peckii,6735035,367745,7240142,,,,,
Lactarius picinus,6735053,875076,9476870,,,,,
Lactarius pilatii,6735057,994826,5463801,,,,,
Lactarius piperatus,1029841,351321,7719797,Q1323824,,,,
Lactarius proximellus,6735070,630355,5463438,,,,,
Lactarius psammicola,6735072,502511,7240180,Q10315386,,,,
Lactarius pseudodelicatus,6735078,1424897,5463377,,,,,
Lactarius pseudoflexuosus,6735083,922863,5463756,,,,,
Lactarius pseudomucidus,6735089,351303,5463730,Q4042540,,,,
Lactarius pseudoscrobiculatus,6735090,1180154,5463768,,,,,
Lactarius pseudouvidus,6735092,873695,5463059,,,,,
Lactarius pterosporus,198926,875077,5248640,,,,,
Lactarius pubescens,1029967,382882,5248664,Q653776,,,,
Lactarius purpureoechinatus,6735099,629214,5463717,,,,,
Lactarius pyrogalus,1030080,509439,9125990,Q1784373,,,,
Lactarius quieticolor,1032637,474683,5248728,Q1358783,,,,
Lactarius quietus,1029968,155080,5248616,Q430845,,,,
Lactarius repraesentaneus,1030073,499712,5248687,Q226970,,,,
Lactarius resimus,1030238,499708,8959060,Q1421173,,,,
Lactarius rimosellus,6735110,194382,5463798,,,,,
Lactarius riparius,6735111,1097882,5463301,,,,,
Lactarius romagnesii,192738,468080,5248630,,,,,
Lactarius rostratus,199172,994821,5248623,,,,,
Lactarius rubidus,39995184,55276,8293722,,,,,
Lactarius rubrilacteus,6735117,118226,5463706,Q6468953,,,,
Lactarius rubriviridis,6735118,1268859,5463074,,,,,
Lactarius rubrocinctus,11465203,875078,5248604,,,,,
Lactarius rufulus,6735126,127216,5463631,Q3283832,,,,
Lactarius rufus,188378,118223,5248684,Q1323764,,,,
Lactarius ruginosus,191231,994827,5248709,,,,,
Lactarius salicis-herbaceae,6735138,1466523,8350282,,,,,
Lactarius salicis-reticulatae,1008705,499730,7805300,,,,,
Lactarius salmoneus,11465136,932988,8276446,Q10315418,,,,
Lactarius salmonicolor,193789,351304,5248788,Q10315455,,,,
Lactarius sanguifluus,6735143,1155642,5248648,Q961386,,,,
Lactarius scoticus,158657,775086,5248793,Q610722,,,,
Lactarius scrobiculatus,162815,351305,8881331,Q1546452,,,,
Lactarius semisanguifluus,1009047,775629,5248649,Q513517,,,,
Lactarius serifluus,158661,875079,9111925,,,,,
Lactarius silviae,46704492,498441,8408166,Q26816838,,,,
Lactarius sphagneti,241932,868723,8346076,,,,,
Lactarius spinosulus,158659,326815,5248717,,,,,
Lactarius stephensii,1008213,1416708,5248701,,,,,
Lactarius strigosipes,39995142,351307,5463333,,,,,
Lactarius subcircellatus,6735177,1154510,8409789,,,,,
Lactarius subdulcis,1017386,351308,9186214,Q1724711,,,,
Lactarius subflammeus,6735179,118222,5463673,Q6468956,,,,
Lactarius subindigo,6735181,1371054,5463093,,,,,
Lactarius subpalustris,6735192,351310,5463426,,,,,
Lactarius subplinthogalus,6735194,518870,7240248,,,,,
Lactarius subserifluus,6735200,543051,5463294,Q10315440,,,,
Lactarius substriatus,6735201,118225,5463182,,,,,
Lactarius subvernalis,6735210,418308,7240206,,,,,
Lactarius subvillosus,6735214,118221,5463447,,,,,
Lactarius subviscidus,6735215,118220,5463177,,,,,
Lactarius subzonarius,6735216,1494136,5462735,,,,,
Lactarius tabidus,1016794,451028,5248614,Q1427410,,,,
Lactarius tawai,6735312,382885,5463541,,,,,
Lactarius tesquorum,2944132,625280,7240251,Q6468963,,,,
Lactarius torminosulus,6735241,1156407,5463362,Q80677,,,,
Lactarius torminosus,188308,351313,8122710,Q6468924,,,,
Lactarius tottoriensis,18468962,1453458,5463146,,,,,
Lactarius trivialis,160391,120871,5248801,Q1486219,,,,
Lactarius tuomikoskii,6735243,1155965,5462997,,,,,
Lactarius turpis,1009512,382886,5248667,Q23637,,,,
Lactarius umerensis,6735246,382887,5248666,,,,,
Lactarius uvidus,1009510,344533,5248638,Q1746115,,,,
Lactarius vellereus,6734520,351324,2551071,Q1349054,,,,
Lactarius vietus,160267,351314,9171835,Q1543827,,,,
Lactarius vinaceorufescens,6735266,155212,7240137,Q3295041,,,,
Lactarius violascens,1017349,875081,5248797,,,,,
Lactarius volemus,1009271,1366740,2551150,Q104838338,,,,
Lactarius xanthogalactus,6735284,118224,5463015,Q10315470,,,,
Lactarius xanthydrorheus,6735286,467474,5463372,,,,,
Lactarius yazooensis,6735288,202376,5463107,,,,,
Lactarius zonarioides,6735291,994830,5462820,,,,,
Lactarius zonarius,996599,351316,5248643,Q1897180,,,,
Lactarius zugazae,6735292,790186,5462882,,,,,
Lactifluus allardii,43625904,699642,7361017,,,,,
Lactifluus annulifer,46704484,1105704,7612261,,,,,
Lactifluus bertillonii,46704416,875082,7394639,,,,,
Lactifluus bicolor,46704478,1105848,8210874,,,,,
Lactifluus brunellus,52787048,1105780,9653878,,,,,
Lactifluus brunneoviolascens,46704425,1105675,7466325,,,,,
Lactifluus clarkeae,43975927,543590,8228022,Q19597649,,,,
Lactifluus genevieveae,46704423,1105805,8362671,,,,,
Lactifluus glaucescens,39995220,857351,7405092,,,,,
Lactifluus heimii,43525990,552892,7581780,Q18344719,,,,
Lactifluus leonardii,46704446,1105808,7560791,,,,,
Lactifluus luteolus,46704434,928219,7509584,,,,,
Lactifluus luteopus,46704388,1105740,7694224,,,,,
Lactifluus multiceps,52787050,1105707,9748523,,,,,
Lactifluus panuoides,52247012,1105781,9806685,,,,,
Lactifluus pelliculatus,46704429,559729,7758476,Q4793482,,,,
Lactifluus petersenii,46704463,1105811,8345966,,,,,
Lactifluus putidus,46704415,1105778,7847484,,,,,
Lactifluus rugatus,46704417,823802,7487285,,,,,
Lactifluus sepiaceus,46704473,888262,7844402,,,,,
Lactifluus subiculatus,46704459,1105705,7968597,,,,,
Lactifluus subpiperatus,46704420,1407024,7352098,,,,,
Lactifluus subvellereus,46704398,351322,8240323,,,,,
Lactifluus subvolemus,46704432,994831,8471404,,,,,
Lactifluus wirrabara,39730547,924237,7592536,,,,,
Multifurca furcata,8554567,629253,2550843,Q10590117,,,,
Multifurca ochricompacta,8554568,417696,2550838,,,,,
Multifurca stenophylla,36074899,1045195,7941372,,,,,
Russula acrifolia,199038,332212,2551347,Q2097372,,,,
Russula acrolamellata,6732972,332210,2551540,,,,,
Russula adusta,1029452,194408,9223923,Q1784176,,,,
Russula aeruginea,1029622,122333,2551173,Q1323740,,,,
Russula alboareolata,6732999,1094669,3360190,,,,,
Russula albolutescens,6733000,384167,2551524,,,,,
Russula albonigra,1029748,202417,2551443,Q1796464,,,,
Russula allochroa,6733004,384168,2551483,,,,,
Russula alnetorum,191451,1015866,2551454,Q1355462,,,,
Russula alutacea,1030022,352273,2551318,Q1532596,,,,
Russula amarissima,1004424,1015865,2551406,,,,,
Russula americana,6733014,352274,3359222,,,,,
Russula amethystina,1029377,606192,2551549,Q470350,,,,
Russula amoena,1029380,875150,2551233,,,,,
Russula amoenicolor,194684,625439,2551477,,,,,
Russula amoenolens,1009019,62725,2551439,,,,,
Russula anatina,199035,966395,2551541,,,,,
Russula anisata,6733024,1399659,3359212,,,,,
Russula annulata,6733027,946981,7240129,,,,,
Russula annulatobadia,6733035,964071,3360043,,,,,
Russula anthracina,194685,557137,2551452,,,,,
Russula appalachiensis,6733040,1079616,3359195,,,,,
Russula aquosa,1009279,629242,2551527,,,,,
Russula archaeosuberis,6733044,1268283,3360229,,,,,
Russula arpalices,6733049,1419429,3359985,,,,,
Russula atramentosa,6733051,790184,3359187,,,,,
Russula atroglauca,6733055,908115,3359578,,,,,
Russula atropurpurea,195760,210270,2551470,Q1784190,,,,
Russula atrorubens,1029393,625895,2551297,,,,,
Russula atroviridis,6733060,384170,2551594,,,,,
Russula aucklandica,6733062,384171,2551451,,,,,
Russula aurantioflammans,6733063,1155662,3359249,,,,,
Russula aurea,1029994,360306,2551388,Q1276522,,,,
Russula aurora,1008005,127508,7905123,,,,,
Russula australis,6733072,408231,2551437,,,,,
Russula austrodelica,6733073,1392464,3359352,,,,,
Russula avellaneiceps,6733078,1409579,3360382,,,,,
Russula azurea,1030109,504136,2551480,,,,,
Russula badia,1030170,875151,2551171,Q184297,,,,
Russula ballouii,6733080,415435,3360574,,,,,
Russula batistae,6733083,1433072,3359519,,,,,
Russula beardslei,6733084,1079617,3360586,,,,,
Russula bella,6733085,1132665,3360231,,,,,
Russula betularum,194686,49448,2551413,Q580098,,,,
Russula bicolor,6733089,487591,3359085,,,,,
Russula brevipes,11969191,118179,7240188,Q3281588,,,,
Russula brunneola,6733116,505100,3360255,,,,,
Russula brunneoviolacea,1016731,565927,2551404,,,,,
Russula burlinghamiae,18470976,1161185,7240080,,,,,
Russula caerulea,158649,451030,11718461,Q999441,,,,
Russula californiensis,6734121,62724,3359652,,,,,
Russula camarophylla,6733127,921902,3359230,,,,,
Russula campinensis,6733128,1354398,3359416,Q20720221,,,,
Russula cantharellicola,44456020,626389,8290591,,,,,
Russula capensis,6733129,705020,3360238,,,,,
Russula carminipes,191452,1303168,2551433,,,,,
Russula carpini,1005129,1045637,2551403,,,,,
Russula cascadensis,6733139,343660,3359953,,,,,
Russula castanopsidis,6733140,1279034,3360350,,,,,
Russula cavipes,11465501,556952,2551441,,,,,
Russula cerolens,6733149,337492,3360196,,,,,
Russula cessans,191453,517781,2551378,,,,,
Russula chloroides,1017405,332680,2551426,,,,,
Russula cinerascens,6733161,1079618,3360611,,,,,
Russula cistoadelpha,6733170,625279,6016724,,,,,
Russula claroflava,195363,129329,2551299,Q1462183,,,,
Russula clavipes,243831,352276,2551432,,,,,
Russula clelandii,6733182,546890,3360606,Q20020368,,,,
Russula consobrina,6733202,499726,9075447,,,,,
Russula corallina,6733216,1396162,3360430,,,,,
Russula crassotunicata,6733219,499713,3359656,Q20720732,,,,
Russula cremeirosea,6733223,966598,3360592,,,,,
Russula cremeoavellanea,189528,1015869,2551328,,,,,
Russula cremeolilacina,6733227,737579,7514165,,,,,
Russula cremoricolor,6733231,118187,3359477,,,,,
Russula cuprea,188698,932026,2551221,,,,,
Russula curtipes,189800,875152,8193926,,,,,
Russula cyanoxantha,1028568,194437,2551542,Q246696,,,,
Russula cystidiosa,6733255,367747,3360577,,,,,
Russula decipiens,134031,563450,7955474,,,,,
Russula decolorans,187960,774155,2551479,Q2028199,,,,
Russula delica,1009665,352278,2551331,Q843177,,,,
Russula densifolia,1009666,194407,2551191,Q1209460,,,,
Russula densissima,6733265,1370586,3360289,,,,,
Russula dissimulans,6733278,118186,3359153,,,,,
Russula dryadicola,6733280,1192971,3359738,,,,,
Russula earlei,6733288,470937,3360689,,,,,
Russula emetica,158024,49449,2551213,Q614625,,,,
Russula emeticicolor,189669,1015870,7469932,,,,,
Russula erumpens,6733298,1098480,3360687,Q16758257,,,,
Russula exalbicans,1016523,803361,2551513,,,,,
Russula faginea,190996,565928,7506161,,,,,
Russula farinipes,1029972,809384,2551611,,,,,
Russula faustiana,6733307,1152172,7239971,,,,,
Russula fellea,159358,352281,2551225,Q775406,,,,
Russula firmula,10407155,932426,2551223,Q2231267,,,,
Russula flaviceps,6733322,118184,3360153,,,,,
Russula flavida,6733323,348994,9319774,Q20720443,,,,
Russula flavisiccans,6733324,418311,3359284,,,,,
Russula flavispora,194687,1347830,2551314,,,,,
Russula flavobrunnea,18471217,1525268,7239996,,,,,
Russula flocculosa,6733333,1540449,3360431,,,,,
Russula foetens,156436,352283,2551447,Q854895,,,,
Russula foetentula,6733337,352285,3360346,,,,,
Russula fragilis,10406777,179715,2551254,Q1516668,,,,
Russula fragiloides,6733344,525047,3360523,,,,,
Russula fragrantissima,1016610,154448,2551289,,,,,
Russula fucosa,6733347,703937,3360464,,,,,
Russula fuegiana,6733348,352287,3359597,,,,,
Russula fulvescens,6733351,703697,3359095,,,,,
Russula fulvograminea,6733352,1015871,3360424,,,,,
Russula furcata,11465522,1031701,8164200,,,,,
Russula fuscorubroides,193404,1015872,2551305,,,,,
